sku_id,owner,merchant_id,category,product_line,list_price,unit_cost
M099-PEN-09,merchant,M099,Stationery,Pen set,13.49,5.46
M100-BLA-01,merchant,M100,Home,Blanket,81.2,48.57
M100-PEN-02,merchant,M100,Stationery,Pen set,11.93,5.7
M100-PEN-03,merchant,M100,Stationery,Pen set,12.97,5.44
M100-POU-04,merchant,M100,Bags,Pouch,16.09,7.69
M100-CAP-05,merchant,M100,Apparel,Cap,21.81,11.52
M100-BAC-06,merchant,M100,Bags,Backpack,93.03,51.46
M100-PEN-07,merchant,M100,Stationery,Pen set,13.63,5.89
M100-BLA-08,merchant,M100,Home,Blanket,92.19,53.24
M100-BLA-09,merchant,M100,Home,Blanket,70.61,42.02
M100-POS-10,merchant,M100,Home,Poster,27.92,12.54
M101-PEN-01,merchant,M101,Stationery,Pen set,11.22,5.05
M101-POU-02,merchant,M101,Bags,Pouch,15.6,7.61
M101-TOT-03,merchant,M101,Bags,Tote,25.89,13.55
M101-TOT-04,merchant,M101,Bags,Tote,25.3,12.09
M101-NOT-05,merchant,M101,Stationery,Notebook,16.77,7.53
M101-TUM-06,merchant,M101,Drinkware,Tumbler,41.95,23.35
M101-T-S-07,merchant,M101,Apparel,T-shirt,30.89,15.16
M101-T-S-08,merchant,M101,Apparel,T-shirt,29.46,15.34
M102-POS-01,merchant,M102,Home,Poster,28.39,11.19
M102-STI-02,merchant,M102,Stationery,Sticker pack,9.02,3.15
M102-T-S-03,merchant,M102,Apparel,T-shirt,35.72,19.27
M102-CAP-04,merchant,M102,Apparel,Cap,21.67,11.29
M102-BOT-05,merchant,M102,Drinkware,Bottle,28.3,14.83
M102-BAC-06,merchant,M102,Bags,Backpack,76.57,40.72
M103-CAP-01,merchant,M103,Apparel,Cap,28.38,14.78
M103-BAC-02,merchant,M103,Bags,Backpack,94.0,53.02
M103-NOT-03,merchant,M103,Stationery,Notebook,15.07,7.4
M103-TUM-04,merchant,M103,Drinkware,Tumbler,40.02,21.1
M103-STI-05,merchant,M103,Stationery,Sticker pack,8.06,3.17
M103-POS-06,merchant,M103,Home,Poster,24.98,9.64
M103-PEN-07,merchant,M103,Stationery,Pen set,13.38,5.99
M103-CUS-08,merchant,M103,Home,Cushion,34.59,19.41
M103-BLA-09,merchant,M103,Home,Blanket,78.19,44.73
M103-MUG-10,merchant,M103,Drinkware,Mug,23.75,11.4
M103-BLA-11,merchant,M103,Home,Blanket,75.85,42.66
M103-TOT-12,merchant,M103,Bags,Tote,23.06,10.43
M103-TUM-13,merchant,M103,Drinkware,Tumbler,42.4,20.55
M103-POU-14,merchant,M103,Bags,Pouch,12.74,5.8
M104-MUG-01,merchant,M104,Drinkware,Mug,22.41,9.99
M104-STI-02,merchant,M104,Stationery,Sticker pack,7.04,2.45
M104-POS-03,merchant,M104,Home,Poster,27.04,12.22
M105-CUS-01,merchant,M105,Home,Cushion,37.79,21.12
M105-CUS-02,merchant,M105,Home,Cushion,44.04,24.04
M105-CUS-03,merchant,M105,Home,Cushion,36.76,20.2
M105-BOT-04,merchant,M105,Drinkware,Bottle,28.46,13.59
M105-BLA-05,merchant,M105,Home,Blanket,89.3,51.58
M105-PEN-06,merchant,M105,Stationery,Pen set,13.7,6.57
M105-HOO-07,merchant,M105,Apparel,Hoodie,61.63,35.4
M105-TUM-08,merchant,M105,Drinkware,Tumbler,43.78,22.04
M106-TOT-01,merchant,M106,Bags,Tote,27.31,12.65
M106-PEN-02,merchant,M106,Stationery,Pen set,12.77,5.33
M106-STI-03,merchant,M106,Stationery,Sticker pack,9.54,3.98
M106-TUM-04,merchant,M106,Drinkware,Tumbler,37.07,18.19
M106-BAC-05,merchant,M106,Bags,Backpack,75.24,42.85
M106-CAP-06,merchant,M106,Apparel,Cap,24.17,11.25
M106-HOO-07,merchant,M106,Apparel,Hoodie,70.66,35.7
M106-TOT-08,merchant,M106,Bags,Tote,27.34,12.56
M106-CAP-09,merchant,M106,Apparel,Cap,24.66,13.26
M106-MUG-10,merchant,M106,Drinkware,Mug,17.31,7.83
M106-TOT-11,merchant,M106,Bags,Tote,26.53,12.58
M106-HOO-12,merchant,M106,Apparel,Hoodie,60.55,32.93
M107-MUG-01,merchant,M107,Drinkware,Mug,23.38,11.02
M107-POU-02,merchant,M107,Bags,Pouch,16.23,7.27
M107-MUG-03,merchant,M107,Drinkware,Mug,22.83,11.65
M107-BLA-04,merchant,M107,Home,Blanket,68.77,39.97
M107-STI-05,merchant,M107,Stationery,Sticker pack,7.98,2.64
M107-BAC-06,merchant,M107,Bags,Backpack,84.2,48.4
M107-PEN-07,merchant,M107,Stationery,Pen set,12.62,5.71
M107-BAC-08,merchant,M107,Bags,Backpack,72.54,42.61
M107-MUG-09,merchant,M107,Drinkware,Mug,19.71,9.08
M108-CAP-01,merchant,M108,Apparel,Cap,28.74,14.62
M108-STI-02,merchant,M108,Stationery,Sticker pack,8.47,2.78
M108-HOO-03,merchant,M108,Apparel,Hoodie,78.21,40.3
M109-POS-01,merchant,M109,Home,Poster,26.12,11.66
M109-POS-02,merchant,M109,Home,Poster,25.9,10.48
M109-HOO-03,merchant,M109,Apparel,Hoodie,77.15,43.78
M109-POS-04,merchant,M109,Home,Poster,30.37,12.23
M109-BLA-05,merchant,M109,Home,Blanket,75.46,43.19
M109-T-S-06,merchant,M109,Apparel,T-shirt,31.49,17.3
M109-BAC-07,merchant,M109,Bags,Backpack,71.99,42.38
M109-MUG-08,merchant,M109,Drinkware,Mug,19.05,8.44
M109-T-S-09,merchant,M109,Apparel,T-shirt,32.18,16.33
M109-STI-10,merchant,M109,Stationery,Sticker pack,8.36,3.4
M109-POU-11,merchant,M109,Bags,Pouch,13.75,6.07
M109-MUG-12,merchant,M109,Drinkware,Mug,20.37,9.77
M110-BLA-01,merchant,M110,Home,Blanket,79.09,45.44
M110-STI-02,merchant,M110,Stationery,Sticker pack,9.18,3.72
M110-CAP-03,merchant,M110,Apparel,Cap,25.71,12.13
M110-PEN-04,merchant,M110,Stationery,Pen set,12.82,5.11
M110-BLA-05,merchant,M110,Home,Blanket,75.8,41.33
M110-BAC-06,merchant,M110,Bags,Backpack,98.04,56.58
M110-BOT-07,merchant,M110,Drinkware,Bottle,28.09,14.0
M110-CUS-08,merchant,M110,Home,Cushion,35.76,19.07
M110-T-S-09,merchant,M110,Apparel,T-shirt,33.94,18.88
M110-NOT-10,merchant,M110,Stationery,Notebook,17.56,8.43
M110-TOT-11,merchant,M110,Bags,Tote,24.55,12.74
M110-CUS-12,merchant,M110,Home,Cushion,40.38,20.92
M110-POS-13,merchant,M110,Home,Poster,29.08,13.43
M111-MUG-01,merchant,M111,Drinkware,Mug,20.3,9.77
M111-MUG-02,merchant,M111,Drinkware,Mug,19.58,9.45
M111-HOO-03,merchant,M111,Apparel,Hoodie,72.02,36.39
M111-POS-04,merchant,M111,Home,Poster,31.23,13.23
M111-STI-05,merchant,M111,Stationery,Sticker pack,7.19,2.86
M111-MUG-06,merchant,M111,Drinkware,Mug,19.45,8.54
M111-NOT-07,merchant,M111,Stationery,Notebook,17.46,8.27
M111-BOT-08,merchant,M111,Drinkware,Bottle,29.23,14.65
M111-STI-09,merchant,M111,Stationery,Sticker pack,7.24,2.93
M111-POS-10,merchant,M111,Home,Poster,24.54,9.9
M111-TUM-11,merchant,M111,Drinkware,Tumbler,32.51,17.75
M111-NOT-12,merchant,M111,Stationery,Notebook,19.19,9.23
M111-BAC-13,merchant,M111,Bags,Backpack,85.12,46.03
M111-BOT-14,merchant,M111,Drinkware,Bottle,29.53,15.99
M111-T-S-15,merchant,M111,Apparel,T-shirt,31.93,15.42
M112-MUG-01,merchant,M112,Drinkware,Mug,21.07,10.36
M112-CAP-02,merchant,M112,Apparel,Cap,23.08,11.54
M112-STI-03,merchant,M112,Stationery,Sticker pack,9.5,3.57
M112-CAP-04,merchant,M112,Apparel,Cap,23.55,12.66
M112-BLA-05,merchant,M112,Home,Blanket,83.03,47.8
M112-TOT-06,merchant,M112,Bags,Tote,23.95,11.26
M112-T-S-07,merchant,M112,Apparel,T-shirt,31.71,17.38
M112-POU-08,merchant,M112,Bags,Pouch,13.19,6.51
M112-BLA-09,merchant,M112,Home,Blanket,92.31,49.49
M112-BLA-10,merchant,M112,Home,Blanket,87.17,51.71
M113-POU-01,merchant,M113,Bags,Pouch,17.59,7.49
M113-TOT-02,merchant,M113,Bags,Tote,28.53,14.24
M113-BAC-03,merchant,M113,Bags,Backpack,93.42,51.68
M113-T-S-04,merchant,M113,Apparel,T-shirt,37.42,20.56
M114-POU-01,merchant,M114,Bags,Pouch,15.59,7.06
M114-BOT-02,merchant,M114,Drinkware,Bottle,28.91,14.46
M114-CAP-03,merchant,M114,Apparel,Cap,22.66,11.61
M114-TOT-04,merchant,M114,Bags,Tote,27.88,13.03
M114-TUM-05,merchant,M114,Drinkware,Tumbler,34.84,18.01
M114-TOT-06,merchant,M114,Bags,Tote,29.55,14.74
M114-CUS-07,merchant,M114,Home,Cushion,47.8,27.62
M114-NOT-08,merchant,M114,Stationery,Notebook,17.61,7.94
M115-POS-01,merchant,M115,Home,Poster,23.42,10.24
M115-TOT-02,merchant,M115,Bags,Tote,29.77,13.49
M115-MUG-03,merchant,M115,Drinkware,Mug,20.47,10.18
M115-POU-04,merchant,M115,Bags,Pouch,15.07,7.31
M115-CUS-05,merchant,M115,Home,Cushion,42.07,23.43
M115-BAC-06,merchant,M115,Bags,Backpack,73.52,41.66
M115-HOO-07,merchant,M115,Apparel,Hoodie,76.26,43.52
M115-TOT-08,merchant,M115,Bags,Tote,23.22,11.58
M115-BLA-09,merchant,M115,Home,Blanket,91.08,50.96
M115-HOO-10,merchant,M115,Apparel,Hoodie,62.02,32.18
M115-BAC-11,merchant,M115,Bags,Backpack,78.13,43.37
M116-BOT-01,merchant,M116,Drinkware,Bottle,30.85,16.33
M116-BAC-02,merchant,M116,Bags,Backpack,76.09,40.25
M116-PEN-03,merchant,M116,Stationery,Pen set,13.94,6.34
M116-POU-04,merchant,M116,Bags,Pouch,13.12,5.63
M116-BLA-05,merchant,M116,Home,Blanket,74.07,44.08
M116-TUM-06,merchant,M116,Drinkware,Tumbler,38.12,19.73
M117-POS-01,merchant,M117,Home,Poster,26.41,10.82
M117-BOT-02,merchant,M117,Drinkware,Bottle,33.5,17.29
M117-CUS-03,merchant,M117,Home,Cushion,41.9,22.81
M117-CUS-04,merchant,M117,Home,Cushion,35.23,20.63
M117-TUM-05,merchant,M117,Drinkware,Tumbler,42.74,23.21
M118-BLA-01,merchant,M118,Home,Blanket,83.63,47.06
M118-POU-02,merchant,M118,Bags,Pouch,13.0,6.1
M118-CAP-03,merchant,M118,Apparel,Cap,25.81,12.88
M118-NOT-04,merchant,M118,Stationery,Notebook,17.92,8.96
M118-BOT-05,merchant,M118,Drinkware,Bottle,33.38,16.33
M118-POS-06,merchant,M118,Home,Poster,29.94,11.5
M118-POU-07,merchant,M118,Bags,Pouch,16.1,6.58
M118-HOO-08,merchant,M118,Apparel,Hoodie,73.22,41.06
M118-PEN-09,merchant,M118,Stationery,Pen set,11.06,5.03
M118-POU-10,merchant,M118,Bags,Pouch,13.5,6.12
M118-BOT-11,merchant,M118,Drinkware,Bottle,30.16,14.37
M119-NOT-01,merchant,M119,Stationery,Notebook,16.79,8.46
M119-CAP-02,merchant,M119,Apparel,Cap,26.12,12.92
M119-BLA-03,merchant,M119,Home,Blanket,89.23,49.12
M119-POU-04,merchant,M119,Bags,Pouch,15.94,6.95
M119-POS-05,merchant,M119,Home,Poster,27.73,11.74
M119-BLA-06,merchant,M119,Home,Blanket,82.63,47.16
M119-POS-07,merchant,M119,Home,Poster,24.14,9.69
M120-NOT-01,merchant,M120,Stationery,Notebook,14.1,7.31
M120-POU-02,merchant,M120,Bags,Pouch,15.46,7.36
M120-TUM-03,merchant,M120,Drinkware,Tumbler,42.05,23.03
M120-CUS-04,merchant,M120,Home,Cushion,40.45,21.7
M120-BOT-05,merchant,M120,Drinkware,Bottle,30.21,16.1
M120-TOT-06,merchant,M120,Bags,Tote,26.86,13.26
M120-POU-07,merchant,M120,Bags,Pouch,15.4,7.23
M120-BLA-08,merchant,M120,Home,Blanket,86.39,49.14
M120-PEN-09,merchant,M120,Stationery,Pen set,12.63,5.05
M121-CAP-01,merchant,M121,Apparel,Cap,22.7,11.63
M121-MUG-02,merchant,M121,Drinkware,Mug,18.94,8.42
M121-POU-03,merchant,M121,Bags,Pouch,15.95,7.13
M121-T-S-04,merchant,M121,Apparel,T-shirt,29.81,16.24
M121-CAP-05,merchant,M121,Apparel,Cap,25.45,11.76
M122-BOT-01,merchant,M122,Drinkware,Bottle,27.63,14.74
M122-POU-02,merchant,M122,Bags,Pouch,15.72,7.0
M122-PEN-03,merchant,M122,Stationery,Pen set,13.06,6.22
M123-MUG-01,merchant,M123,Drinkware,Mug,22.34,10.84
M123-POU-02,merchant,M123,Bags,Pouch,17.43,8.06
M123-POS-03,merchant,M123,Home,Poster,31.99,13.02
M123-CUS-04,merchant,M123,Home,Cushion,37.9,20.45
M124-BLA-01,merchant,M124,Home,Blanket,69.52,37.35
M124-NOT-02,merchant,M124,Stationery,Notebook,17.53,8.22
M124-MUG-03,merchant,M124,Drinkware,Mug,21.51,10.64
M124-BAC-04,merchant,M124,Bags,Backpack,88.75,49.26
M124-PEN-05,merchant,M124,Stationery,Pen set,11.1,4.66
M124-HOO-06,merchant,M124,Apparel,Hoodie,73.63,40.11
M124-HOO-07,merchant,M124,Apparel,Hoodie,65.66,33.97
M124-NOT-08,merchant,M124,Stationery,Notebook,18.84,8.44
M124-CAP-09,merchant,M124,Apparel,Cap,23.62,12.18
M125-HOO-01,merchant,M125,Apparel,Hoodie,61.74,31.9
M125-STI-02,merchant,M125,Stationery,Sticker pack,7.61,2.78
M125-T-S-03,merchant,M125,Apparel,T-shirt,37.99,19.77
M125-CUS-04,merchant,M125,Home,Cushion,46.88,26.27
M125-NOT-05,merchant,M125,Stationery,Notebook,15.07,6.97
M125-TOT-06,merchant,M125,Bags,Tote,22.61,10.18
M126-CAP-01,merchant,M126,Apparel,Cap,21.54,11.38
M126-CUS-02,merchant,M126,Home,Cushion,34.78,19.47
M126-TUM-03,merchant,M126,Drinkware,Tumbler,38.77,19.64
M126-CUS-04,merchant,M126,Home,Cushion,43.61,25.12
M126-PEN-05,merchant,M126,Stationery,Pen set,12.88,5.49
M126-T-S-06,merchant,M126,Apparel,T-shirt,33.61,18.13
M126-POS-07,merchant,M126,Home,Poster,23.68,9.65
M126-TOT-08,merchant,M126,Bags,Tote,22.88,10.92
M126-BOT-09,merchant,M126,Drinkware,Bottle,32.41,17.67
M126-NOT-10,merchant,M126,Stationery,Notebook,16.8,8.56
M127-MUG-01,merchant,M127,Drinkware,Mug,18.77,8.31
M127-T-S-02,merchant,M127,Apparel,T-shirt,36.34,17.91
M127-T-S-03,merchant,M127,Apparel,T-shirt,33.3,16.62
M128-TUM-01,merchant,M128,Drinkware,Tumbler,38.31,20.86
M128-TOT-02,merchant,M128,Bags,Tote,28.07,13.66
M128-BOT-03,merchant,M128,Drinkware,Bottle,30.54,16.31
M128-MUG-04,merchant,M128,Drinkware,Mug,19.9,9.89
M128-POS-05,merchant,M128,Home,Poster,31.49,13.21
M129-CAP-01,merchant,M129,Apparel,Cap,21.28,10.48
M129-T-S-02,merchant,M129,Apparel,T-shirt,35.42,19.32
M129-BLA-03,merchant,M129,Home,Blanket,91.49,50.62
M129-POS-04,merchant,M129,Home,Poster,30.06,12.07
M129-POU-05,merchant,M129,Bags,Pouch,14.44,5.93
M129-MUG-06,merchant,M129,Drinkware,Mug,21.71,9.67
M129-BLA-07,merchant,M129,Home,Blanket,72.74,42.35
M129-POU-08,merchant,M129,Bags,Pouch,15.84,7.79
M130-BAC-01,merchant,M130,Bags,Backpack,85.19,48.13
M130-TOT-02,merchant,M130,Bags,Tote,26.13,13.44
M130-T-S-03,merchant,M130,Apparel,T-shirt,36.78,18.28
M130-NOT-04,merchant,M130,Stationery,Notebook,14.68,6.83
M130-T-S-05,merchant,M130,Apparel,T-shirt,36.45,19.16
M130-TOT-06,merchant,M130,Bags,Tote,22.26,10.12
M130-PEN-07,merchant,M130,Stationery,Pen set,11.81,4.92
M131-BOT-01,merchant,M131,Drinkware,Bottle,26.05,12.79
M131-TUM-02,merchant,M131,Drinkware,Tumbler,44.75,21.81
M131-POU-03,merchant,M131,Bags,Pouch,16.96,7.96
M131-MUG-04,merchant,M131,Drinkware,Mug,23.51,10.98
M131-POU-05,merchant,M131,Bags,Pouch,14.64,7.09
M131-CAP-06,merchant,M131,Apparel,Cap,26.37,13.39
M131-PEN-07,merchant,M131,Stationery,Pen set,11.99,5.2
M131-TUM-08,merchant,M131,Drinkware,Tumbler,44.27,23.73
M132-T-S-01,merchant,M132,Apparel,T-shirt,29.24,15.32
M132-T-S-02,merchant,M132,Apparel,T-shirt,35.55,19.69
M132-CAP-03,merchant,M132,Apparel,Cap,25.15,12.81
M132-TOT-04,merchant,M132,Bags,Tote,25.48,13.21
M133-NOT-01,merchant,M133,Stationery,Notebook,19.08,9.51
M133-STI-02,merchant,M133,Stationery,Sticker pack,7.24,2.49
M134-TUM-01,merchant,M134,Drinkware,Tumbler,37.29,18.36
M134-NOT-02,merchant,M134,Stationery,Notebook,13.81,6.64
M134-BLA-03,merchant,M134,Home,Blanket,73.61,44.05
M134-CUS-04,merchant,M134,Home,Cushion,34.61,18.46
M134-TOT-05,merchant,M134,Bags,Tote,30.3,14.89
M134-T-S-06,merchant,M134,Apparel,T-shirt,34.14,16.95
M134-BOT-07,merchant,M134,Drinkware,Bottle,27.68,14.66
M134-BOT-08,merchant,M134,Drinkware,Bottle,34.6,18.19
M134-CUS-09,merchant,M134,Home,Cushion,39.59,20.37
M134-BOT-10,merchant,M134,Drinkware,Bottle,26.06,13.11
M134-CAP-11,merchant,M134,Apparel,Cap,20.9,10.98
M134-BOT-12,merchant,M134,Drinkware,Bottle,31.83,16.21
M134-CUS-13,merchant,M134,Home,Cushion,39.68,21.61
M135-BAC-01,merchant,M135,Bags,Backpack,83.53,45.31
M135-CUS-02,merchant,M135,Home,Cushion,41.58,24.14
M135-BLA-03,merchant,M135,Home,Blanket,89.73,54.0
M135-MUG-04,merchant,M135,Drinkware,Mug,22.22,10.84
M135-POU-05,merchant,M135,Bags,Pouch,15.28,7.21
M135-NOT-06,merchant,M135,Stationery,Notebook,17.32,8.03
M135-NOT-07,merchant,M135,Stationery,Notebook,15.82,7.27
M135-HOO-08,merchant,M135,Apparel,Hoodie,76.69,41.16
M135-NOT-09,merchant,M135,Stationery,Notebook,14.38,7.36
M135-BLA-10,merchant,M135,Home,Blanket,83.86,46.68
M136-BLA-01,merchant,M136,Home,Blanket,83.95,49.45
M136-STI-02,merchant,M136,Stationery,Sticker pack,8.3,2.96
M136-NOT-03,merchant,M136,Stationery,Notebook,15.83,7.97
M136-MUG-04,merchant,M136,Drinkware,Mug,23.34,11.49
M136-TOT-05,merchant,M136,Bags,Tote,22.15,11.68
M136-HOO-06,merchant,M136,Apparel,Hoodie,64.28,34.2
M136-TOT-07,merchant,M136,Bags,Tote,24.3,12.78
M136-T-S-08,merchant,M136,Apparel,T-shirt,31.96,17.73
M136-PEN-09,merchant,M136,Stationery,Pen set,13.14,5.51
M136-CUS-10,merchant,M136,Home,Cushion,37.53,19.65
M136-STI-11,merchant,M136,Stationery,Sticker pack,7.05,2.65
M136-POS-12,merchant,M136,Home,Poster,29.91,13.09
M136-NOT-13,merchant,M136,Stationery,Notebook,17.2,8.89
M136-BOT-14,merchant,M136,Drinkware,Bottle,34.87,18.67
M136-CAP-15,merchant,M136,Apparel,Cap,20.74,10.54
M137-T-S-01,merchant,M137,Apparel,T-shirt,37.42,19.47
M137-TOT-02,merchant,M137,Bags,Tote,26.25,12.23
M137-NOT-03,merchant,M137,Stationery,Notebook,15.01,6.94
M137-POU-04,merchant,M137,Bags,Pouch,16.86,8.32
M137-POS-05,merchant,M137,Home,Poster,24.53,10.37
M137-HOO-06,merchant,M137,Apparel,Hoodie,82.38,43.91
M138-TOT-01,merchant,M138,Bags,Tote,24.02,11.38
M138-CUS-02,merchant,M138,Home,Cushion,36.64,21.19
M138-BOT-03,merchant,M138,Drinkware,Bottle,26.24,13.06
M138-MUG-04,merchant,M138,Drinkware,Mug,20.75,9.75
M138-CUS-05,merchant,M138,Home,Cushion,36.57,20.11
M138-TUM-06,merchant,M138,Drinkware,Tumbler,43.87,24.3
M138-T-S-07,merchant,M138,Apparel,T-shirt,32.17,17.96
M138-TUM-08,merchant,M138,Drinkware,Tumbler,34.29,16.71
M139-BLA-01,merchant,M139,Home,Blanket,75.92,44.65
M139-POS-02,merchant,M139,Home,Poster,28.82,12.52
M139-HOO-03,merchant,M139,Apparel,Hoodie,65.07,33.38
M139-MUG-04,merchant,M139,Drinkware,Mug,22.47,11.44
M139-BLA-05,merchant,M139,Home,Blanket,90.58,51.16
M139-BLA-06,merchant,M139,Home,Blanket,66.98,36.35
M139-STI-07,merchant,M139,Stationery,Sticker pack,8.37,2.82
M139-PEN-08,merchant,M139,Stationery,Pen set,13.58,5.74
M140-CUS-01,merchant,M140,Home,Cushion,46.52,26.41
M140-POU-02,merchant,M140,Bags,Pouch,14.16,6.29
M140-TUM-03,merchant,M140,Drinkware,Tumbler,37.4,20.57
M140-BLA-04,merchant,M140,Home,Blanket,72.04,40.89
M140-BAC-05,merchant,M140,Bags,Backpack,87.9,52.07
M140-HOO-06,merchant,M140,Apparel,Hoodie,82.54,43.57
M140-HOO-07,merchant,M140,Apparel,Hoodie,60.59,31.41
M140-NOT-08,merchant,M140,Stationery,Notebook,14.21,6.61
M140-STI-09,merchant,M140,Stationery,Sticker pack,8.25,3.3
M140-MUG-10,merchant,M140,Drinkware,Mug,19.22,9.38
M140-BAC-11,merchant,M140,Bags,Backpack,78.91,42.7
M140-BOT-12,merchant,M140,Drinkware,Bottle,34.24,18.19
